.011,.0060000001,3
.0089999996,.003,3
.47999999,.352,3
.417,.37,3
.026000001,.0089999996,3
-.78600001,.52899998,3
.0060000001,.0057999999,3
-.003,.0020000001,3
-.31900001,.419,3
.433,.708,3
.0020999999,.0017,3
-.31,.329,3
.017999999,.0059000002,3
-.0099999998,.003,3
.0023000001,.0020000001,3
.0089999996,.0049999999,3
.0060000001,.003,3
.0019,.0038000001,3
.0080000004,.0060000001,3
-.0049999999,.0049999999,3
1.2640001,.58200002,3
1.363,.58099997,3
1.288,.48500001,3
.0080000004,.0044,3
.0060000001,.0049999999,3
.011,.003,3
-.012,.0049999999,3
-.0066999998,.0076000001,3
-.0048000002,.0046999999,3
.0060000001,.003,3
-.50199997,.32600001,3
.013,.0060000001,3
.317,.60399997,3
.012,.0060000001,3
-.015,.0054000001,3
.017000001,.0070000002,3
.013,.0070000002,3
.0080000004,.0074999998,3
.0020000001,.0049999999,3
.0089999996,.0020000001,3
.0073000002,.0046999999,3
.0089999996,.0060000001,3
1.3,.671,3
-1.661,.574,3
.028000001,.0070000002,3
-1.4680001,.58899999,3
.278,.54500002,3
-1.63,.55400002,3
1.202,.54500002,3
-.0103,.0070000002,3
.029999999,.0070000002,3
-.0059000002,.0113,3
.033,.0089999996,3
.0027999999,.0033,3
-.013,.0060000001,3
1.404,.65200001,3
-.80000001,.51999998,3
-.0055999998,.0037,3
0,.0066999998,3
-.0099999998,.0049999999,3
.014,.0060000001,3
.0033,.0074999998,3
.52200001,.21600001,3
.0015,.0063999998,3
-.0080000004,.003,3
-.0089999996,.0060000001,3
-1.689,.56099999,3
.0060000001,.0060000001,3
-.25400001,.317,3
.034000002,.018999999,8
.023,.018999999,8
.039000001,.021,8
-.093999997,.039000001,8
.029999999,.017999999,8
.107,.037999999,8
-.0099999998,.0060000001,8
.113,.039999999,8
-.00050000002,.011,8
.107,.034000002,8
.037,.02,8
-.011,.0049999999,8
.026000001,.018999999,8
-.083999999,.024,8
.001,.0099999998,8
.114,.035,8
.113,.033,8
-.082999997,.024,8
-.086999997,.028999999,8
-.093000002,.039999999,8
.024,.017999999,8
.104,.030999999,8
.02,.017000001,8
-.085000001,.029999999,8
39,6.0999999,9
.89999998,.20999999,9
.13,.039999999,9
5.2179999,12.4,9
20.9,8.1999998,9
32.700001,9.8000002,9
1.15,.18000001,9
.25999999,.14,9
6.1199999,1.6900001,9
.12,.050000001,9
.12,.050000001,9
.31999999,.12,9
18.02,13,9
.176,.11,9
16.700001,12.8,9
.131,.1,9
5.1700001,2.51,9
43.900002,8.1999998,9
8.6400003,1.85,9
18.92,2.6300001,9
27,7,9
54.5,8.5,9
41.799999,7.4000001,9
43.5,8.3999996,9
-.0034099999,.1,9
-23.73,17.5,9
1.73,.25,9
-.36000001,.37,9
21.07,10.1,9
16.299999,2.4100001,9
18.42,2.75,9
12.24,1.83,9
.27000001,1.72,9
6.2800002,2.04,9
-.0049999999,.026000001,9
6.4039998,9.6999998,9
11.08,11.6,9
6.0700002,1.73,9
59.799999,11,9
16.879999,10.9,9
1.41,1.7,9
47.299999,11.2,9
.101,.1,9
29.5,13.2,9
19.559999,5.1999998,9
45.5,16.299999,9
-.001,.026000001,9
8.059,4.6999998,9
32.5,9.8000002,9
-6.7480001,14.7,9
34.200001,6,9
-.028999999,.028000001,9
40.639999,16.9,9
7.9299998,1.22,9
5.1900001,2.5,9
16.1,12.8,9
7.9299998,1.22,9
17.370001,2.8699999,9
5.3899999,1.1900001,9
25.9,9.6999998,9
2.52,1.58,9
1.16,.17,9
.16,.039999999,9
2.9400001,1.86,9
47.799999,11.1,9
.25,.14,9
33.5,14.3,9
.13699999,.059999999,9
38.209999,14.4,9
32.799999,11.1,9
61.5,9.6999998,9
9.5,1.67,9
6.7220001,10.4,9
45.400002,16.299999,9
.23999999,.090000004,9
26.200001,9.6999998,9
1.73,.25,9
54,8.5,9
19.32,4,9
-10.79,1.39,9
6.1500001,1.6900001,9
11.5,8.5,9
18.91,2.6300001,9
-.23999999,1.16,9
.18000001,.039999999,9
.2,.090000004,9
32,9.3000002,9
.027000001,.029999999,9
.25,.059999999,9
6.9400001,3.55,9
.2,.090000004,9
1.26,.15000001,9
65.199997,14.5,9
6.29,2.04,9
6.9400001,3.55,9
36.779999,10.7,9
.133,.02,9
16.200001,2.4300001,9
.030999999,.030999999,9
7.6399999,1.9,9
-1.3,1.17,9
41.799999,7.5,9
.52999997,.12,9
5.54,1.6799999,9
6.6900001,1.05,9
-.033,.028000001,9
.19499999,.1,9
33.700001,6.1999998,9
-.079999998,.1,9
-10.25,1.67,9
13.06,6.1999998,9
1.26,.15000001,9
.16,.039999999,9
10.98,1.67,9
9.1700001,2.01,9
.13500001,.1,9
.23999999,.059999999,9
.33000001,.12,9
61.299999,9.8000002,9
8.7200003,1.86,9
-.114,.14,9
.163,.11,9
33,14.3,9
32.700001,6.8899999,9
.28999999,.11,9
.23999999,.090000004,9
15.4,9.6000004,9
2.9300001,1.85,9
2.6800001,1.21,9
32.400002,9,9
.081299998,.1,9
-.0020000001,.02,9
6.0500002,1.72,9
26.9,7.0999999,9
64.800003,14.6,9
2.45,1.5700001,9
-.0040000002,.021,9
38.900002,6.0999999,9
2.97,.40000001,9
1.29,.19,9
4.6500001,2.45,9
1.04,.18000001,9
59.400002,11.2,9
13.25,14.2,9
-10.97,2.55,9
.91000003,.20999999,9
21,8.1999998,9
10.98,1.67,9
-9.9899998,1.0599999,9
15.62,11.1,9
14.63,2.3,9
2.8399999,5.8000002,9
29.1,13,9
