ptop1,ptop2,id
.54000002,.54000002,12
.021,.021,12
.75099999,.75099999,12
.003,.003,12
.090999998,.090999998,12
0,0,12
.54000002,.54000002,12
.75099999,.75099999,12
.026000001,.026000001,12
.001,.001,12
.62599999,.62599999,12
.375,.375,12
.18000001,.18000001,12
.64399999,.64399999,12
.001,.001,12
0,0,12
.0020000001,.0020000001,12
.206,.206,12
.026000001,.026000001,12
.23899999,.23899999,12
.081,.081,12
.0089999996,.0089999996,12
.090999998,.090999998,12
0,0,12
.63099998,.63099998,12
.116,.116,12
0,0,12
.081,.081,12
.064000003,.064000003,12
.62599999,.62599999,12
.025,.025,12
.015,.015,13
.0060000001,.0060000001,13
.015,.015,13
.0060000001,.0060000001,13
.0080000004,.0080000004,13
.0020000001,.0020000001,13
.029999999,.029999999,13
.003,.003,13
.0020000001,.0020000001,13
.0080000004,.0080000004,13
.0060000001,.0060000001,13
.0020000001,.0020000001,13
.015,.015,13
.029999999,.029999999,13
.003,.003,13
.0060000001,.0060000001,13
.015,.015,13
.0080000004,.0080000004,13
.0020000001,.0020000001,13
.0060000001,.0060000001,13
.015,.015,13
.0060000001,.0060000001,13
.029999999,.029999999,13
.0080000004,.0080000004,13
.0020000001,.0020000001,13
.0020000001,.0020000001,13
.029999999,.029999999,13
.0060000001,.0060000001,13
.003,.003,13
.0020000001,.0020000001,13
.0020000001,.0020000001,13
.029999999,.029999999,13
.003,.003,13
.0060000001,.0060000001,13
.0060000001,.0060000001,13
.0020000001,.0020000001,13
.0060000001,.0060000001,13
.0080000004,.0080000004,13
.0060000001,.0060000001,13
.0080000004,.0080000004,13
.029999999,.029999999,13
.0060000001,.0060000001,13
.0020000001,.0020000001,13
.015,.015,13
.001,.001,14
.001,.001,14
.001,.001,14
.0020000001,.0020000001,14
.0020000001,.0020000001,14
.0020000001,.0020000001,14
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,15
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
0,0,17
.58399999,.58399999,18
.0099999998,.0099999998,18
0,0,18
0,0,18
0,0,18
.38100001,.38100001,18
0,0,18
0,0,18
0,0,18
0,0,18
0,0,18
0,0,18
0,0,18
0,0,18
.003,.003,18
0,0,18
.78799999,.78799999,18
.018999999,.018999999,18
.046999998,.046999998,19
.041000001,.041000001,19
.041000001,.041000001,19
.041000001,.041000001,19
.046999998,.046999998,19
.046999998,.046999998,19
.046999998,.046999998,19
.041000001,.041000001,19
.046999998,.046999998,19
.046999998,.046999998,19
.041000001,.041000001,19
.046999998,.046999998,19
.041000001,.041000001,19
.041000001,.041000001,19
.046999998,.046999998,19
.041000001,.041000001,19
.041000001,.041000001,19
.046999998,.046999998,19
.041000001,.041000001,19
.041000001,.041000001,19
.046999998,.046999998,19
.041000001,.041000001,19
.046999998,.046999998,19
.041000001,.041000001,19
.041000001,.041000001,19
.046999998,.046999998,19
.046999998,.046999998,19
.041000001,.041000001,19
.046999998,.046999998,19
.041000001,.041000001,19
.046999998,.046999998,19
.046999998,.046999998,19
.017000001,.017000001,20
.021,.021,20
.22400001,.22400001,20
.546,.546,20
0,0,20
.546,.546,20
.021,.021,20
.017000001,.017000001,20
.23,.23,20
0,0,20
0,0,20
0,0,20
.52899998,.52899998,20
0,0,20
.23,.23,20
0,0,20
.22400001,.22400001,20
.0070000002,.0070000002,20
.52899998,.52899998,20
.024,.024,20
.99800003,.99800003,20
0,0,20
0,0,20
.024,.024,20
0,0,20
0,0,20
.0070000002,.0070000002,20
.0099999998,.0099999998,21
.87,.87,21
0,0,21
.46000001,.46000001,21
0,0,21
.029999999,.029999999,21
0,0,21
.029999999,.029999999,21
0,0,22
.0089999996,.0089999996,22
0,0,22
.003,.003,22
.162,.162,22
.07,.07,22
0,0,22
0,0,22
.0060000001,.0060000001,22
0,0,22
.248,.248,22
.13699999,.13699999,22
0,0,22
0,0,22
0,0,22
.0040000002,.0040000002,22
.34200001,.34200001,22
0,0,22
0,0,22
.56400001,.56400001,22
.033,.033,22
.0049999999,.0049999999,22
.56400001,.56400001,22
.56400001,.56400001,22
.27500001,.27500001,22
0,0,22
.063000001,.063000001,22
.35800001,.35800001,22
.016000001,.016000001,22
.039999999,.039999999,22
.0040000002,.0040000002,22
.059999999,.059999999,22
.0049999999,.0049999999,22
.0049999999,.0049999999,22
.0060000001,.0060000001,22
.061999999,.061999999,22
.34200001,.34200001,22
0,0,22
.81999999,.81999999,22
.34200001,.34200001,22
.061999999,.061999999,22
.016000001,.016000001,22
.016000001,.016000001,22
0,0,22
.063000001,.063000001,22
.0060000001,.0060000001,22
.64099997,.64099997,22
0,0,22
.050999999,.050999999,22
.727,.727,22
.0040000002,.0040000002,22
.059999999,.059999999,22
.22400001,.22400001,22
0,0,22
0,0,22
.81999999,.81999999,22
.063000001,.063000001,22
.107,.107,22
.0089999996,.0089999996,22
0,0,22
0,0,22
0,0,22
.0040000002,.0040000002,22
.035999998,.035999998,22
0,0,22
0,0,22
.73900002,.73900002,22
.13699999,.13699999,22
0,0,22
.0040000002,.0040000002,22
.003,.003,22
.56300002,.56300002,22
.81999999,.81999999,22
.026000001,.026000001,22
.81999999,.81999999,22
.003,.003,22
0,0,22
.059999999,.059999999,22
.34200001,.34200001,22
.061999999,.061999999,22
.56300002,.56300002,22
.0060000001,.0060000001,22
.81999999,.81999999,22
.764,.764,22
.84299999,.84299999,22
.026000001,.026000001,22
.027000001,.027000001,22
.063000001,.063000001,22
.0089999996,.0089999996,22
0,0,22
.22400001,.22400001,22
.059999999,.059999999,22
.063000001,.063000001,22
.93699998,.93699998,22
.032000002,.032000002,22
0,0,22
0,0,22
.003,.003,22
0,0,22
0,0,22
.0060000001,.0060000001,22
.029999999,.029999999,22
.13699999,.13699999,22
.116,.116,22
.0040000002,.0040000002,22
.727,.727,22
0,0,22
.067000002,.067000002,22
.029999999,.029999999,22
.0060000001,.0060000001,22
.003,.003,22
0,0,22
.059999999,.059999999,22
.039999999,.039999999,22
.56300002,.56300002,22
0,0,22
0,0,22
0,0,22
.0040000002,.0040000002,22
.764,.764,22
0,0,22
.029999999,.029999999,22
.727,.727,22
.764,.764,22
.063000001,.063000001,22
.34200001,.34200001,22
.167,.167,22
.22400001,.22400001,22
.0060000001,.0060000001,22
0,0,23
0,0,23
0,0,23
.094999999,.094999999,23
0,0,23
.023,.023,23
0,0,23
0,0,23
0,0,23
0,0,23
0,0,23
0,0,23
.001,.001,23
0,0,23
0,0,23
0,0,23
0,0,23
.001,.001,23
0,0,23
0,0,23
.001,.001,23
0,0,23
.001,.001,24
.67699999,.67699999,24
.72600001,.72600001,24
.69499999,.69499999,24
.089000002,.089000002,24
.001,.001,24
0,0,24
0,0,24
.001,.001,24
.048999999,.048999999,24
.296,.296,24
.048999999,.048999999,24
.046999998,.046999998,24
.62099999,.62099999,24
.76999998,.76999998,24
.001,.001,24
.34999999,.34999999,24
.001,.001,24
.28,.28,24
.102,.102,24
.079000004,.079000004,24
.071000002,.071000002,24
.030999999,.030999999,24
0,0,24
.838,.838,24
0,0,24
.78799999,.78799999,24
.27200001,.27200001,24
.068999998,.068999998,24
.40700001,.40700001,24
.42300001,.42300001,24
.039999999,.039999999,24
.61400002,.61400002,24
.60699999,.60699999,24
.32100001,.32100001,24
.88300002,.88300002,24
.071000002,.071000002,24
.69499999,.69499999,24
.28,.28,24
.68000001,.68000001,24
.52100003,.52100003,24
.99900001,.99900001,24
.88099998,.88099998,24
.0040000002,.0040000002,24
.052000001,.052000001,24
.123,.123,24
.153,.153,24
.123,.123,24
.68000001,.68000001,24
.69300002,.69300002,24
.052000001,.052000001,24
.815,.815,24
.039999999,.039999999,24
0,0,25
0,0,25
0,0,25
.169,.169,26
.31299999,.31299999,26
0,0,26
0,0,26
.266,.266,26
.236,.236,26
.029999999,.029999999,26
.052999999,.052999999,26
0,0,26
.73500001,.73500001,26
.96600002,.96600002,26
0,0,26
0,0,26
0,0,26
0,0,26
0,0,26
0,0,26
0,0,26
0,0,26
.001,.001,26
0,0,26
0,0,26
0,0,26
0,0,26
.61000001,.61000001,26
.046,.046,26
.493,.493,26
0,0,26
0,0,26
.40000001,.40000001,26
0,0,26
0,0,26
.88599998,.88599998,26
0,0,26
0,0,26
0,0,26
.82700002,.82700002,26
.31299999,.31299999,26
.95300001,.95300001,26
.0020000001,.0020000001,26
.73699999,.73699999,26
0,0,26
0,0,26
0,0,26
0,0,26
0,0,26
0,0,26
0,0,26
.043000001,.043000001,27
0,0,27
0,0,27
.088,.088,27
.032000002,.032000002,27
0,0,27
.088,.088,27
0,0,27
.032000002,.032000002,27
0,0,27
0,0,27
.097999997,.097999997,27
.097999997,.097999997,27
.032000002,.032000002,27
.043000001,.043000001,27
