ptop1,ptop2,id
.0020000001,.0020000001,24
.015,.015,24
.029999999,.029999999,24
.003,.003,24
.0060000001,.0060000001,24
.015,.015,24
.0080000004,.0080000004,24
.0020000001,.0020000001,24
.0060000001,.0060000001,24
.015,.015,24
.0060000001,.0060000001,24
.029999999,.029999999,24
.0080000004,.0080000004,24
.0020000001,.0020000001,24
.0020000001,.0020000001,24
.029999999,.029999999,24
.0060000001,.0060000001,24
.003,.003,24
.0020000001,.0020000001,24
.0020000001,.0020000001,24
.029999999,.029999999,24
.003,.003,24
.0060000001,.0060000001,24
.0060000001,.0060000001,24
.0020000001,.0020000001,24
.0060000001,.0060000001,24
.0080000004,.0080000004,24
.0060000001,.0060000001,24
.0080000004,.0080000004,24
.029999999,.029999999,24
.0060000001,.0060000001,24
.0020000001,.0020000001,24
.015,.015,24
.07,.07,25
0,0,25
.0080000004,.0080000004,25
.0080000004,.0080000004,25
0,0,25
.122,.122,25
.057,.057,25
0,0,25
.012,.012,25
.057,.057,25
.07,.07,25
0,0,25
0,0,25
0,0,25
.012,.012,25
.001,.001,25
.001,.001,25
.199,.199,25
.122,.122,25
0,0,25
0,0,25
.001,.001,26
.001,.001,26
.001,.001,26
.0020000001,.0020000001,26
.0020000001,.0020000001,26
.0020000001,.0020000001,26
0,0,27
0,0,27
0,0,27
0,0,27
0,0,27
0,0,27
0,0,27
0,0,28
0,0,28
0,0,28
0,0,28
0,0,28
0,0,28
0,0,28
0,0,28
0,0,28
0,0,28
0,0,28
0,0,28
.61500001,.61500001,29
.030999999,.030999999,29
0,0,29
.51499999,.51499999,29
.49000001,.49000001,29
.19,.19,29
.41,.41,29
.76999998,.76999998,29
.83200002,.83200002,29
.21600001,.21600001,29
.197,.197,29
.0060000001,.0060000001,29
.068000004,.068000004,29
.49900001,.49900001,29
.82999998,.82999998,29
.58999997,.58999997,29
.63099998,.63099998,29
.001,.001,29
.87400001,.87400001,29
.67500001,.67500001,29
.63099998,.63099998,29
.54100001,.54100001,29
.0080000004,.0080000004,29
.192,.192,29
.80000001,.80000001,29
.030999999,.030999999,29
.736,.736,29
.204,.204,29
.49000001,.49000001,29
.87,.87,29
.017000001,.017000001,29
.53100002,.53100002,29
.093999997,.093999997,29
.85900003,.85900003,29
.403,.403,29
.19599999,.19599999,29
.31299999,.31299999,29
.003,.003,29
.61000001,.61000001,29
.76999998,.76999998,29
.87400001,.87400001,29
.113,.113,29
.61500001,.61500001,29
.77100003,.77100003,29
.736,.736,29
.028000001,.028000001,29
.030999999,.030999999,29
.014,.014,29
.42300001,.42300001,29
.19599999,.19599999,29
.19,.19,29
.243,.243,29
.80000001,.80000001,29
.88099998,.88099998,29
.63099998,.63099998,29
.21600001,.21600001,29
.64099997,.64099997,29
.093999997,.093999997,29
.58999997,.58999997,29
.78100002,.78100002,29
.43799999,.43799999,29
.49000001,.49000001,29
.0089999996,.0089999996,29
.068000004,.068000004,29
.003,.003,29
.082000002,.082000002,29
.65200001,.65200001,29
.79799998,.79799998,29
.028000001,.028000001,29
.56300002,.56300002,29
.87400001,.87400001,29
.58700001,.58700001,29
.41,.41,29
.67500001,.67500001,29
.76999998,.76999998,29
.53500003,.53500003,29
.403,.403,29
.49900001,.49900001,29
.58700001,.58700001,29
.192,.192,29
.003,.003,29
.67500001,.67500001,29
.0060000001,.0060000001,29
.79400003,.79400003,29
.949,.949,29
.42300001,.42300001,29
.017000001,.017000001,29
.55699998,.55699998,29
.113,.113,29
.204,.204,29
.31299999,.31299999,29
.36000001,.36000001,29
.86900002,.86900002,29
.49000001,.49000001,29
.082000002,.082000002,29
.56300002,.56300002,29
.197,.197,29
.65200001,.65200001,29
.003,.003,29
.64099997,.64099997,29
.53500003,.53500003,29
.736,.736,29
.736,.736,29
.55699998,.55699998,29
.030999999,.030999999,29
.51499999,.51499999,29
.0080000004,.0080000004,29
.243,.243,29
.0049999999,.0049999999,29
.001,.001,29
.53100002,.53100002,29
.61000001,.61000001,29
.83200002,.83200002,29
.78100002,.78100002,29
.79799998,.79799998,29
.88099998,.88099998,29
.192,.192,29
.86900002,.86900002,29
.001,.001,29
.192,.192,29
.85900003,.85900003,29
.36000001,.36000001,29
.001,.001,29
.43799999,.43799999,29
.87400001,.87400001,29
.98199999,.98199999,29
.014,.014,29
.208,.208,29
.63099998,.63099998,29
.29800001,.29800001,29
.76999998,.76999998,29
.98199999,.98199999,29
.79400003,.79400003,29
.54100001,.54100001,29
.208,.208,29
.77100003,.77100003,29
.0089999996,.0089999996,29
.949,.949,29
.82999998,.82999998,29
0,0,29
.29800001,.29800001,29
.0049999999,.0049999999,29
.87,.87,29
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
0,0,30
.58399999,.58399999,31
.0099999998,.0099999998,31
0,0,31
0,0,31
0,0,31
.38100001,.38100001,31
0,0,31
0,0,31
0,0,31
0,0,31
0,0,31
0,0,31
0,0,31
0,0,31
.003,.003,31
0,0,31
.78799999,.78799999,31
.018999999,.018999999,31
.046999998,.046999998,32
.041000001,.041000001,32
.041000001,.041000001,32
.041000001,.041000001,32
.046999998,.046999998,32
.046999998,.046999998,32
.046999998,.046999998,32
.041000001,.041000001,32
.046999998,.046999998,32
.046999998,.046999998,32
.041000001,.041000001,32
.046999998,.046999998,32
.041000001,.041000001,32
.041000001,.041000001,32
.046999998,.046999998,32
.041000001,.041000001,32
.041000001,.041000001,32
.046999998,.046999998,32
.041000001,.041000001,32
.041000001,.041000001,32
.046999998,.046999998,32
.041000001,.041000001,32
.046999998,.046999998,32
.041000001,.041000001,32
.041000001,.041000001,32
.046999998,.046999998,32
.046999998,.046999998,32
.041000001,.041000001,32
.046999998,.046999998,32
.041000001,.041000001,32
.046999998,.046999998,32
.046999998,.046999998,32
.017000001,.017000001,33
.021,.021,33
.22400001,.22400001,33
.546,.546,33
0,0,33
.546,.546,33
.021,.021,33
.017000001,.017000001,33
.23,.23,33
0,0,33
0,0,33
0,0,33
.52899998,.52899998,33
0,0,33
.23,.23,33
0,0,33
.22400001,.22400001,33
.0070000002,.0070000002,33
.52899998,.52899998,33
.024,.024,33
.99800003,.99800003,33
0,0,33
0,0,33
.024,.024,33
0,0,33
0,0,33
.0070000002,.0070000002,33
.0099999998,.0099999998,34
.87,.87,34
0,0,34
.46000001,.46000001,34
0,0,34
.029999999,.029999999,34
0,0,34
.029999999,.029999999,34
0,0,35
.0089999996,.0089999996,35
0,0,35
.003,.003,35
.162,.162,35
.07,.07,35
0,0,35
0,0,35
.0060000001,.0060000001,35
0,0,35
.248,.248,35
.13699999,.13699999,35
0,0,35
0,0,35
0,0,35
.0040000002,.0040000002,35
.34200001,.34200001,35
0,0,35
0,0,35
.56400001,.56400001,35
.033,.033,35
.0049999999,.0049999999,35
.56400001,.56400001,35
.56400001,.56400001,35
.27500001,.27500001,35
0,0,35
.063000001,.063000001,35
.35800001,.35800001,35
.016000001,.016000001,35
.039999999,.039999999,35
.0040000002,.0040000002,35
.059999999,.059999999,35
.0049999999,.0049999999,35
.0049999999,.0049999999,35
.0060000001,.0060000001,35
.061999999,.061999999,35
.34200001,.34200001,35
0,0,35
.81999999,.81999999,35
.34200001,.34200001,35
.061999999,.061999999,35
.016000001,.016000001,35
.016000001,.016000001,35
0,0,35
.063000001,.063000001,35
.0060000001,.0060000001,35
.64099997,.64099997,35
0,0,35
.050999999,.050999999,35
.727,.727,35
.0040000002,.0040000002,35
.059999999,.059999999,35
.22400001,.22400001,35
0,0,35
0,0,35
.81999999,.81999999,35
.063000001,.063000001,35
.107,.107,35
.0089999996,.0089999996,35
0,0,35
0,0,35
0,0,35
.0040000002,.0040000002,35
.035999998,.035999998,35
0,0,35
0,0,35
.73900002,.73900002,35
.13699999,.13699999,35
0,0,35
.0040000002,.0040000002,35
.003,.003,35
.56300002,.56300002,35
.81999999,.81999999,35
.026000001,.026000001,35
.81999999,.81999999,35
.003,.003,35
0,0,35
.059999999,.059999999,35
.34200001,.34200001,35
.061999999,.061999999,35
.56300002,.56300002,35
.0060000001,.0060000001,35
.81999999,.81999999,35
.764,.764,35
.84299999,.84299999,35
.026000001,.026000001,35
.027000001,.027000001,35
.063000001,.063000001,35
.0089999996,.0089999996,35
0,0,35
.22400001,.22400001,35
.059999999,.059999999,35
.063000001,.063000001,35
.93699998,.93699998,35
.032000002,.032000002,35
0,0,35
0,0,35
.003,.003,35
0,0,35
0,0,35
.0060000001,.0060000001,35
.029999999,.029999999,35
.13699999,.13699999,35
.116,.116,35
.0040000002,.0040000002,35
.727,.727,35
0,0,35
.067000002,.067000002,35
.029999999,.029999999,35
.0060000001,.0060000001,35
.003,.003,35
0,0,35
.059999999,.059999999,35
.039999999,.039999999,35
.56300002,.56300002,35
0,0,35
0,0,35
0,0,35
.0040000002,.0040000002,35
.764,.764,35
0,0,35
.029999999,.029999999,35
.727,.727,35
.764,.764,35
.063000001,.063000001,35
.34200001,.34200001,35
.167,.167,35
.22400001,.22400001,35
.0060000001,.0060000001,35
0,0,36
0,0,36
0,0,36
.094999999,.094999999,36
0,0,36
.023,.023,36
0,0,36
0,0,36
0,0,36
0,0,36
0,0,36
0,0,36
.001,.001,36
0,0,36
0,0,36
0,0,36
0,0,36
.001,.001,36
0,0,36
0,0,36
.001,.001,36
0,0,36
.001,.001,37
.67699999,.67699999,37
.72600001,.72600001,37
.69499999,.69499999,37
.089000002,.089000002,37
.001,.001,37
0,0,37
0,0,37
.001,.001,37
.048999999,.048999999,37
.296,.296,37
.048999999,.048999999,37
.046999998,.046999998,37
.62099999,.62099999,37
.76999998,.76999998,37
.001,.001,37
.34999999,.34999999,37
.001,.001,37
.28,.28,37
.102,.102,37
.079000004,.079000004,37
.071000002,.071000002,37
.030999999,.030999999,37
0,0,37
.838,.838,37
0,0,37
.78799999,.78799999,37
.27200001,.27200001,37
.068999998,.068999998,37
.40700001,.40700001,37
.42300001,.42300001,37
.039999999,.039999999,37
.61400002,.61400002,37
.60699999,.60699999,37
.32100001,.32100001,37
.88300002,.88300002,37
.071000002,.071000002,37
.69499999,.69499999,37
.28,.28,37
.68000001,.68000001,37
.52100003,.52100003,37
.99900001,.99900001,37
.88099998,.88099998,37
